ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",Featured,URL,"Commission Category",first_name,last_name,customer_registration,commission_category,assign_location,agent_phone,assign_user,profile_picture,_profile_picture,id_verification_front,_id_verification_front,id_verification_back,_id_verification_back,commission_payout,_commission_payout,gender,_gender,date_of_birth,_date_of_birth,agent_type,_agent_type,kiosk_nickname,_kiosk_nickname,location_coordinates,_location_coordinates,has_smartphone,_has_smartphone,uses_whatsapp_daily,_uses_whatsapp_daily,has_been_in_assigned_location_for_at_least_1_year,_has_been_in_assigned_location_for_at_least_1_year,has_a_fixed_space,_has_a_fixed_space,backup_contact_first_name,_backup_contact_first_name,backup_contact_last_name,_backup_contact_last_name,backup_contact_mobile_number,_backup_contact_mobile_number,id_verification_-_front,_id_verification_-_front,id_verification_-_back,_id_verification_-_back,assigned_location,_assigned_location,_wp_old_slug,_wp_trash_meta_status,_wp_trash_meta_time,_wp_desired_post_slug,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
2777,"Fatuma Wangeci",,,"2021-12-14 12:23:54",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-42/,,,,,,,,10%,Fatuma,Wangeci,yes,478,536,254726824853,366,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,58,MateusKratz,mateus@kapuafrica.com,Mateus,Kratz,auto-draft-42,,,0,0,0,closed,closed,"2022-01-15 19:45:28"
2778,"Dominic Musyoka",,,"2021-12-14 12:24:14",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-43/,,,,,,,,10%,Dominic,Musyoka,yes,478,536,254700787612,365,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,58,MateusKratz,mateus@kapuafrica.com,Mateus,Kratz,auto-draft-43,,,0,0,0,closed,closed,"2022-01-15 19:41:41"
2779,"Benson Muchiri",,,"2021-12-14 12:24:30",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-44/,,,,,,,,10%,Benson,Muchiri,yes,478,536,254714819290,364,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,58,MateusKratz,mateus@kapuafrica.com,Mateus,Kratz,auto-draft-44,,,0,0,0,closed,closed,"2022-01-15 19:39:43"
2781,"Maurice [placeholder]",,,"2021-12-14 12:25:28",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-46/,,,,,,,,10%,Maurice,[placeholder],yes,478,536,254114634548,362,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,58,MateusKratz,mateus@kapuafrica.com,Mateus,Kratz,auto-draft-46,,,0,0,0,closed,closed,"2022-01-15 19:32:21"
2782,"Tobias [placeholder]",,,"2021-12-14 12:25:45",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-47/,,,,,,,,10%,Bob,Marley,yes,478,544," 230338202033",,2369,,2369,,2369,,Weekly,,man,,11/12/2021,,Shop,,Rastashop,,"0.1768696 37.9083264",,1,,0,,1,,0,,Homer,,Simpson,," 2484839293",,,,,,,,,,,,publish,58,MateusKratz,mateus@kapuafrica.com,Mateus,Kratz,auto-draft-47,,,0,0,0,closed,closed,"2021-12-28 12:20:05"
2783,"Mama Atieno",,,"2021-12-14 12:26:20",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-48/,https://kapu.mystagingwebsite.com/wp-content/uploads/2021/11/kunde.png|https://kapu.mystagingwebsite.com/wp-content/uploads/2021/11/FahariYaKenya_a4346ed4-6e01-4db4-86ee-5638a376a8cc_1024x1024.png|https://kapu.mystagingwebsite.com/wp-content/uploads/2021/11/ArimisMilkingJelly200g_1024x1024.png,"kunde|Fahari Ya Kenya Tea|ArimisMilkingJelly200g_1024x1024",||,||,||,,,10%,Mama,Atieno,yes,478,536,254753292352,,2366,field_61bb101fb4495,2367,field_61bb107091275,2194,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20211208,field_61bb11279181d,Kibanda,field_61bb11809181e,Nick,field_61bb120623106,"0.1768696 37.9083264",field_61bb19c62486b,1,field_61bb1abfe8b1b,1,field_61bb1ae2e8b1c,1,field_61bb1affe8b1d,1,field_61bb1b17e8b1e,"Back name",field_61bb1b2ee8b1f,"Back Last",field_61bb1b4be8b20,029208282793,field_61bb1b5fe8b21,2367,field_61bb107091275,2194,field_61bb10bcaf28c,499,field_61bb193b23107,,,,,publish,58,MateusKratz,mateus@kapuafrica.com,Mateus,Kratz,auto-draft-48,,,0,0,0,closed,closed,"2022-01-21 09:14:59"
2861,"Oleh Demchenko",,,"2021-12-16 12:37:23",agent,https://kapu.mystagingwebsite.com/agent/oleh-demchenko/,,,,,,,,10%,Oleh,Demchenko,yes,478,536,380631571253,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,171,380631571253,,Oleh,Demchenko,oleh-demchenko,,,0,0,0,closed,closed,"2022-01-15 16:04:11"
2889,"Abraham [placeholder]",,,"2021-12-16 19:16:15",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-49/,,,,,,,,10%,Abraham,[placeholder],yes,478,536,254769548372,361,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,58,MateusKratz,mateus@kapuafrica.com,Mateus,Kratz,auto-draft-49,,,0,0,0,closed,closed,"2022-01-15 19:29:32"
2942,"Teresa Wanjiku",,,"2021-12-20 11:59:29",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-52/,,,,,,,,10%,Teresa,Wanjiku,yes,478,536,254712819476,360,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-52,,,0,0,0,closed,closed,"2022-01-15 19:24:30"
2943,"Doreen Gitonga",,,"2021-12-20 12:00:26",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-53/,,,,,,,,10%,Doreen,Gitonga,yes,478,536,254711560011,359,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-53,,,0,0,0,closed,closed,"2022-01-15 19:19:25"
2944,"Shadrack Muthenya",,,"2021-12-20 12:01:13",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-54/,,,,,,,,10%,Shadrack,Muthenya,yes,478,536,254710947632,357,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-54,,,0,0,0,closed,closed,"2022-01-15 19:13:26"
2945,"John Mugo",,,"2021-12-20 12:01:43",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-55/,,,,,,,,10%,John,Mugo,yes,478,536,254716622477,356,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-55,,,0,0,0,closed,closed,"2022-01-15 19:11:28"
2946,"Grace Wavinya",,,"2021-12-20 12:02:21",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-56/,,,,,,,,10%,Grace,Wavinya,yes,478,536,254728325100,355,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-56,,,0,0,0,closed,closed,"2022-01-15 19:09:30"
2947,"Simon Mbuchunju",,,"2021-12-20 12:02:55",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-57/,,,,,,,,10%,Simon,Mbuchunju,yes,478,536,254724381414,354,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-57,,,0,0,0,closed,closed,"2022-01-15 19:07:44"
2948,"Philes Munyiva",,,"2021-12-20 12:03:36",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-58/,,,,,,,,10%,Philes,Munyiva,yes,478,536,254729437766,350,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-58,,,0,0,0,closed,closed,"2022-01-15 19:05:53"
2949,"Eunice Mbai",,,"2021-12-20 12:04:27",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-59/,,,,,,,,10%,Eunice,Mbai,yes,478,536,254711851449,353,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-59,,,0,0,0,closed,closed,"2022-01-26 08:27:55"
2950,"Linah Nyange",,,"2021-12-20 12:04:53",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-60/,,,,,,,,10%,Linah,Nyange,yes,478,536,254726667473,352,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-60,,,0,0,0,closed,closed,"2022-01-25 22:21:00"
2951,"Eunice Wamboi",,,"2021-12-20 12:05:28",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-61/,,,,,,,,10%,Eunice,Wamboi,yes,478,536,254704213454,349,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-61,,,0,0,0,closed,closed,"2022-01-25 22:20:34"
2952,"Patrick Oduor",,,"2021-12-20 12:06:02",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-62/,,,,,,,,10%,Patrick,Oduor,yes,478,536,254745972886,347,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-62,,,0,0,0,closed,closed,"2022-01-25 22:20:00"
2954,"Leonida Nekesa",,,"2021-12-20 12:07:46",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-64/,,,,,,,,10%,Leonida,Nekesa,yes,478,536,254795100660,345,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-64,,,0,0,0,closed,closed,"2022-01-25 22:19:24"
2955,"Maurine Makokha",,,"2021-12-20 12:08:18",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-65/,,,,,,,,10%,Maurine,Makokha,yes,478,536,254727885924,344,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-65,,,0,0,0,closed,closed,"2022-01-25 22:18:49"
2956,"Titus Kiboi",,,"2021-12-20 12:09:04",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-66/,,,,,,,,10%,Titus,Kiboi,yes,478,536,254722663852,342,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100116,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-66,,,0,0,0,closed,closed,"2022-01-25 22:18:03"
2957,"Jacintah Mutindi",,,"2021-12-20 12:09:41",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-67/,,,,,,,,10%,Jacintah,Mutindi,yes,478,536,254799775296,341,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20220101,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-67,,,0,0,0,closed,closed,"2022-01-25 22:17:28"
3507,"Test Agent",,,"2022-01-15 15:47:19",agent,https://kapu.mystagingwebsite.com/agent/test-agent/,https://kapu.mystagingwebsite.com/wp-content/uploads/2022/01/man-300x300-1.png,man-300x300,,,,,,10%,Test,Agent,yes,478,536,16507996274,332,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,19500102,field_61bb11279181d,Kibanda,field_61bb11809181e,TestAgentKiosk,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,1,field_61bb1abfe8b1b,1,field_61bb1ae2e8b1c,1,field_61bb1affe8b1d,1,field_61bb1b17e8b1e,Daniel,field_61bb1b2ee8b1f,Sam,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,auto-draft-68,,,,publish,59,OlaAjayi,ola@kapuafrica.com,Ola,Ajayi,test-agent,,,0,0,0,closed,closed,"2022-01-17 16:26:49"
3510,"Bob Agent",,,"2022-01-15 17:43:05",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-68/,,,,,,,,10%,Bob,Agent,yes,478,536,3800505686329,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,3,Eugene,wp1@lineup.ua,Eugene,,auto-draft-68,,,0,0,0,closed,closed,"2022-01-16 13:28:45"
3517,"Oleg Molodetskiy",,,"2022-01-17 10:41:20",agent,https://kapu.mystagingwebsite.com/agent/oleg-molodetskiy/,,,,,,,,10%,Oleg,Molodetskiy,yes,478,536,+380636915625,324,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,19910326,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"0.1768696 37.9083264",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Oleg,field_61bb1b2ee8b1f,Molodetskiy,field_61bb1b4be8b20,+380636915625,field_61bb1b5fe8b21,,,,,,,auto-draft-2,,,,publish,13,Oleg,Oleg@wiewoieoewpls.com,Oleg,Molodetskiy,oleg-molodetskiy,,,0,0,0,closed,closed,"2022-01-17 10:48:22"
3533,"Gesare Lagatha",,,"2022-01-18 09:02:17",agent,https://kapu.mystagingwebsite.com/agent/gesare-lagatha/,,,,,,,,10%,Gesare,Lagatha,yes,478,536,254700413504,458,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,19900112,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.2824021937465198, 36.75093054429145",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Michael,field_61bb1b2ee8b1f,Moore,field_61bb1b4be8b20,2540114177374,field_61bb1b5fe8b21,,,,,,,auto-draft-2,,,,publish,58,MateusKratz,mateus@kapuafrica.com,Mateus,Kratz,gesare-lagatha,,,0,0,0,closed,closed,"2022-01-26 05:17:07"
3551,"Adam Smith",,,"2022-01-18 09:49:38",agent,https://kapu.mystagingwebsite.com/agent/mateus-kratz/,,,,,,,,10%,Adam,Smith,yes,478,536,254114177374,408,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20030109,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.2825318613380532, 36.749983289674134",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Linda,field_61bb1b2ee8b1f,Jazzar,field_61bb1b4be8b20,2540114177373,field_61bb1b5fe8b21,,,,,,,auto-draft-2,,,,publish,58,MateusKratz,mateus@kapuafrica.com,Mateus,Kratz,mateus-kratz,,,0,0,0,closed,closed,"2022-01-25 22:15:53"
3558,"Qqqq Wwww",,,"2022-01-18 10:10:12",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-2/,,,,,,,,10%,Qqqq,Wwww,yes,478,536,380667949771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,3,Eugene,wp1@lineup.ua,Eugene,,auto-draft-2,,,0,0,0,closed,closed,"2022-01-18 10:10:12"
3783,"Magdalene Maggy [Wangari]",,,"2022-01-19 15:04:59",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-51/,,,,,,,,10%,Magdalene,"Maggy [Wangari]",yes,478,536,254711640525,415,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Ola,field_61bb1b2ee8b1f,Ajayi,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-51,,,0,0,0,closed,closed,"2022-01-25 22:11:52"
3784,"Mama Njeri [Placeholder]",,,"2022-01-19 15:07:41",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-69/,,,,,,,,10%,"Mama Njeri",[Placeholder],yes,478,536,254720671715,416,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Female,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Ola,field_61bb1b2ee8b1f,Ajayi,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-69,,,0,0,0,closed,closed,"2022-01-25 22:11:17"
3786,"Francis Munyua",,,"2022-01-19 15:10:13",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-70/,,,,,,,,10%,Francis,Munyua,yes,478,536,254710489816,363,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Jim,field_61bb1b2ee8b1f,Jones,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-70,,,0,0,0,closed,closed,"2022-01-25 22:10:44"
